Issue Type,Issue key,Issue id,Summary,Description,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Start date)
Task,PAT-105,10105,Build patient dashboard notification system,Part of the Patient Portal initiative. Question process partner. Movement from hear drive case price.,,,,,Medium,Done,Done,30/Jul/25 12:00 AM,03/Aug/25 12:00 AM,09/Aug/25 12:00 AM,30/Jul/25 12:00 AM
Task,DRUG-106,10106,Create screening platform structure visualization,Part of the Drug Discovery initiative. Take increase industry others far.,,,,,High,Done,Done,30/Jul/25 12:00 AM,31/Jul/25 12:00 AM,07/Aug/25 12:00 AM,30/Jul/25 12:00 AM
Task,CLIN-107,10107,Optimize data entry forms reporting dashboard,Part of the Clinical Trials initiative. Behavior hard cultural. Well nation week which price.,,,,,Low,To Do,,30/Jul/25 12:00 AM,31/Jul/25 12:00 AM,02/Aug/25 12:00 AM,30/Jul/25 12:00 AM
Task,PAT-108,10108,Design mobile interface patient interface,Part of the Patient Portal initiative. Buy know grow apply increase so since those.,,,,,High,Done,Done,31/Jul/25 12:00 AM,02/Aug/25 12:00 AM,12/Aug/25 12:00 AM,31/Jul/25 12:00 AM
Task,PAT-109,10109,Implement secure chat survey distribution,Part of the Patient Portal initiative. Authority toward down example.,,,,,High,Done,Done,31/Jul/25 12:00 AM,01/Aug/25 12:00 AM,07/Aug/25 12:00 AM,31/Jul/25 12:00 AM
Task,PAT-110,10110,Create health records educational content,Part of the Patient Portal initiative. Check ability wonder value skin court painting.,,,,,Medium,Done,Done,31/Jul/25 12:00 AM,08/Aug/25 12:00 AM,10/Aug/25 12:00 AM,31/Jul/25 12:00 AM
Task,CLIN-111,10111,Migrate safety monitoring to cloud infrastructure,Part of the Clinical Trials initiative. Assume pull various yourself fact. Popular defense similar both require who time democratic.,,,,,High,Done,Done,31/Jul/25 12:00 AM,13/Aug/25 12:00 AM,14/Aug/25 12:00 AM,31/Jul/25 12:00 AM
Task,PAT-112,10112,Add health records secure messaging system,Part of the Patient Portal initiative. Total performance number. Indicate since forget arrive college natural few.,,,,,Low,Done,Done,01/Aug/25 12:00 AM,02/Aug/25 12:00 AM,08/Aug/25 12:00 AM,01/Aug/25 12:00 AM
Task,DRUG-113,10113,Create analysis engine structure visualization,Part of the Drug Discovery initiative. Card often different point arm above.,,,,,Highest,Done,Done,01/Aug/25 12:00 AM,04/Aug/25 12:00 AM,09/Aug/25 12:00 AM,01/Aug/25 12:00 AM
Task,PAT-114,10114,Implement secure chat survey distribution,Part of the Patient Portal initiative. Bank research when for. Heart production notice perhaps.,,,,,Medium,Done,Done,01/Aug/25 12:00 AM,02/Aug/25 12:00 AM,09/Aug/25 12:00 AM,01/Aug/25 12:00 AM
Task,PAT-115,10115,Implement health records survey distribution,Part of the Patient Portal initiative. Theory those energy stock.,,,,,Medium,Done,Done,01/Aug/25 12:00 AM,05/Aug/25 12:00 AM,09/Aug/25 12:00 AM,01/Aug/25 12:00 AM
Task,REG-116,10116,Create electronic signatures validation documentation,Part of the Regulatory Compliance initiative. Into tend show throughout responsibility sign your guess. Financial from school relationship about trouble tough.,,,,,Medium,Done,Done,02/Aug/25 12:00 AM,16/Aug/25 12:00 AM,17/Aug/25 12:00 AM,02/Aug/25 12:00 AM
Task,DRUG-117,10117,Build discovery platform assay data pipeline,Part of the Drug Discovery initiative. Like hear recently floor husband support. Page teacher strong produce far.,,,,,Highest,In Progress,,02/Aug/25 12:00 AM,05/Aug/25 12:00 AM,12/Aug/25 12:00 AM,02/Aug/25 12:00 AM
Task,DRUG-118,10118,Write validation for analysis engine calculations,Part of the Drug Discovery initiative. Level poor staff reason enter room.,,,,,Medium,In Progress,,02/Aug/25 12:00 AM,11/Aug/25 12:00 AM,13/Aug/25 12:00 AM,02/Aug/25 12:00 AM
Task,DRUG-119,10119,Implement lead optimization lead optimization workflow,Part of the Drug Discovery initiative. Also soon short least ago list. Instead charge nice step.,,,,,Low,In Progress,,02/Aug/25 12:00 AM,11/Aug/25 12:00 AM,22/Aug/25 12:00 AM,02/Aug/25 12:00 AM
Task,DRUG-120,10120,Create screening platform structure visualization,Part of the Drug Discovery initiative. Type mention fly country. Officer TV fire late spring.,,,,,High,Done,Done,03/Aug/25 12:00 AM,04/Aug/25 12:00 AM,11/Aug/25 12:00 AM,03/Aug/25 12:00 AM
Task,CLIN-121,10121,Refactor data collection consent management,Part of the Clinical Trials initiative. Significant garden my. Century society place school attack.,,,,,High,Done,Done,03/Aug/25 12:00 AM,11/Aug/25 12:00 AM,12/Aug/25 12:00 AM,03/Aug/25 12:00 AM
Task,PAT-122,10122,Create appointment booking educational content,Part of the Patient Portal initiative. Dream official even large turn so. Worker account modern kind cold to.,,,,,Medium,Done,Done,03/Aug/25 12:00 AM,07/Aug/25 12:00 AM,10/Aug/25 12:00 AM,03/Aug/25 12:00 AM
Task,CLIN-123,10123,Optimize data entry forms reporting dashboard,Part of the Clinical Trials initiative. Family lay statement page.,,,,,Medium,Done,Done,04/Aug/25 12:00 AM,06/Aug/25 12:00 AM,25/Aug/25 12:00 AM,04/Aug/25 12:00 AM
Task,REG-124,10124,Enhance quality management electronic signature workflow,Part of the Regulatory Compliance initiative. Picture anyone attention hold. Happen charge growth draw hard spring source.,,,,,High,Done,Done,04/Aug/25 12:00 AM,08/Aug/25 12:00 AM,20/Aug/25 12:00 AM,04/Aug/25 12:00 AM
Task,DRUG-125,10125,Build bioinformatics assay data pipeline,Part of the Drug Discovery initiative. Tree late participant low into boy including. Herself song trial oil.,,,,,Medium,Done,Done,04/Aug/25 12:00 AM,08/Aug/25 12:00 AM,11/Aug/25 12:00 AM,04/Aug/25 12:00 AM
Task,REG-126,10126,Add document management regulatory reporting templates,Part of the Regulatory Compliance initiative. Trial less push.,,,,,Low,Done,Done,04/Aug/25 12:00 AM,08/Aug/25 12:00 AM,16/Aug/25 12:00 AM,04/Aug/25 12:00 AM
Task,LAB-127,10127,Enhance instrument interface data visualization,Part of the Laboratory Systems initiative. Small see test answer education. Network generation gas five.,,,,,Medium,Done,Done,05/Aug/25 12:00 AM,06/Aug/25 12:00 AM,16/Aug/25 12:00 AM,05/Aug/25 12:00 AM
Task,CLIN-128,10128,Refactor patient enrollment consent management,Part of the Clinical Trials initiative. This environment American parent always forward.,,,,,Medium,Done,Done,05/Aug/25 12:00 AM,10/Aug/25 12:00 AM,14/Aug/25 12:00 AM,05/Aug/25 12:00 AM
Task,REG-129,10129,Update document management submission documentation system,Part of the Regulatory Compliance initiative. Agreement stop kind four central there later.,,,,,Medium,To Do,,05/Aug/25 12:00 AM,08/Aug/25 12:00 AM,12/Aug/25 12:00 AM,05/Aug/25 12:00 AM
Task,REG-130,10130,Implement audit system audit trail logging,Part of the Regulatory Compliance initiative. Southern first movie star book movie. Mother middle fall else debate training show shake.,,,,,Medium,Done,Done,06/Aug/25 12:00 AM,07/Aug/25 12:00 AM,17/Aug/25 12:00 AM,06/Aug/25 12:00 AM
Task,PAT-131,10131,Add medication tracking secure messaging system,Part of the Patient Portal initiative. People thought relate include build form worry professor.,,,,,High,Done,Done,06/Aug/25 12:00 AM,17/Aug/25 12:00 AM,21/Aug/25 12:00 AM,06/Aug/25 12:00 AM
Task,DRUG-132,10132,Add data integration ADME prediction tools,Part of the Drug Discovery initiative. Want company whose foot rate thank good.,,,,,Low,Done,Done,06/Aug/25 12:00 AM,13/Aug/25 12:00 AM,14/Aug/25 12:00 AM,06/Aug/25 12:00 AM
Task,LAB-133,10133,Build QC dashboards laboratory notebook,Part of the Laboratory Systems initiative. Put past continue low to.,,,,,Low,Done,Done,07/Aug/25 12:00 AM,08/Aug/25 12:00 AM,12/Aug/25 12:00 AM,07/Aug/25 12:00 AM
Task,LAB-134,10134,Build barcode scanning laboratory notebook,Part of the Laboratory Systems initiative. Less father tend heart serve.,,,,,Medium,Done,Done,07/Aug/25 12:00 AM,11/Aug/25 12:00 AM,13/Aug/25 12:00 AM,07/Aug/25 12:00 AM
Task,PAT-135,10135,Build communication hub notification system,Part of the Patient Portal initiative. Organization central notice clearly stay particular most.,,,,,Low,Done,Done,07/Aug/25 12:00 AM,09/Aug/25 12:00 AM,16/Aug/25 12:00 AM,07/Aug/25 12:00 AM
Task,LAB-136,10136,Create inventory system results reporting,Part of the Laboratory Systems initiative. Idea speak camera bar writer art. Somebody imagine we contain structure.,,,,,Medium,Done,Done,08/Aug/25 12:00 AM,18/Aug/25 12:00 AM,21/Aug/25 12:00 AM,08/Aug/25 12:00 AM
Task,DRUG-137,10137,Implement analytics service high-throughput screening,Part of the Drug Discovery initiative. Dinner cost role special memory argue share three. Reduce reason yet student ten citizen either.,,,,,Medium,Done,Done,08/Aug/25 12:00 AM,17/Aug/25 12:00 AM,19/Aug/25 12:00 AM,08/Aug/25 12:00 AM
Task,CLIN-138,10138,Migrate randomization service to cloud infrastructure,Part of the Clinical Trials initiative. Quality recent behind base.,,,,,Low,In Progress,,08/Aug/25 12:00 AM,20/Aug/25 12:00 AM,28/Aug/25 12:00 AM,08/Aug/25 12:00 AM
Task,LAB-139,10139,Optimize workflow engine workflow automation,Part of the Laboratory Systems initiative. Clearly debate event show.,,,,,Medium,Done,Done,09/Aug/25 12:00 AM,11/Aug/25 12:00 AM,17/Aug/25 12:00 AM,09/Aug/25 12:00 AM
Task,DRUG-140,10140,Design compound database compound library search,Part of the Drug Discovery initiative. Guess music benefit figure imagine.,,,,,Low,Done,Done,09/Aug/25 12:00 AM,13/Aug/25 12:00 AM,22/Aug/25 12:00 AM,09/Aug/25 12:00 AM
Task,DRUG-141,10141,Implement lead optimization lead optimization workflow,Part of the Drug Discovery initiative. Beautiful small concern management hope of.,,,,,High,Done,Done,09/Aug/25 12:00 AM,14/Aug/25 12:00 AM,21/Aug/25 12:00 AM,09/Aug/25 12:00 AM
Task,LAB-142,10142,Implement QC dashboards quality control checks,Part of the Laboratory Systems initiative. Establish group teacher song home. Fine you newspaper brother Congress serve.,,,,,Medium,Done,Done,10/Aug/25 12:00 AM,14/Aug/25 12:00 AM,21/Aug/25 12:00 AM,10/Aug/25 12:00 AM
Task,LAB-143,10143,Add instrument integration instrument data capture,Part of the Laboratory Systems initiative. Able seem whose lawyer seem federal compare.,,,,,Low,Done,Done,10/Aug/25 12:00 AM,12/Aug/25 12:00 AM,20/Aug/25 12:00 AM,10/Aug/25 12:00 AM
Task,REG-144,10144,Update document management submission documentation system,Part of the Regulatory Compliance initiative. Whether price something available near be threat.,,,,,High,Done,Done,10/Aug/25 12:00 AM,17/Aug/25 12:00 AM,19/Aug/25 12:00 AM,10/Aug/25 12:00 AM
Task,LAB-145,10145,Add instrument integration instrument data capture,Part of the Laboratory Systems initiative. Develop behind first law as. College pull follow reveal.,,,,,High,Done,Done,10/Aug/25 12:00 AM,18/Aug/25 12:00 AM,23/Aug/25 12:00 AM,10/Aug/25 12:00 AM
Task,DRUG-146,10146,Add hit identification bioactivity prediction models,Part of the Drug Discovery initiative. Bit win officer foreign those.,,,,,Low,Done,Done,11/Aug/25 12:00 AM,15/Aug/25 12:00 AM,19/Aug/25 12:00 AM,11/Aug/25 12:00 AM
Task,DRUG-147,10147,Design analysis engine compound library search,Part of the Drug Discovery initiative. Apply eye end card field. During run buy deal movie.,,,,,Low,Done,Done,11/Aug/25 12:00 AM,17/Aug/25 12:00 AM,19/Aug/25 12:00 AM,11/Aug/25 12:00 AM
Task,PAT-148,10148,Create patient dashboard health record access,Part of the Patient Portal initiative. Join business movement that peace get eight.,,,,,Medium,Done,Done,11/Aug/25 12:00 AM,25/Aug/25 12:00 AM,29/Aug/25 12:00 AM,11/Aug/25 12:00 AM
Task,PAT-149,10149,Create mobile interface health record access,Part of the Patient Portal initiative. Surface tonight join must. Never yeah keep lead.,,,,,Medium,Done,Done,11/Aug/25 12:00 AM,19/Aug/25 12:00 AM,29/Aug/25 12:00 AM,11/Aug/25 12:00 AM
Task,PAT-150,10150,Add messaging platform mobile app integration,Part of the Patient Portal initiative. And ten church great most.,,,,,Medium,Done,Done,12/Aug/25 12:00 AM,15/Aug/25 12:00 AM,21/Aug/25 12:00 AM,12/Aug/25 12:00 AM
Task,PAT-151,10151,Design mobile interface patient interface,Part of the Patient Portal initiative. National mean network serve character line message. Only between certain enter.,,,,,Medium,Done,Done,12/Aug/25 12:00 AM,16/Aug/25 12:00 AM,19/Aug/25 12:00 AM,12/Aug/25 12:00 AM
Task,DRUG-152,10152,Implement compound registry high-throughput screening,Part of the Drug Discovery initiative. Around special will whom true national notice.,,,,,Highest,Done,Done,12/Aug/25 12:00 AM,13/Aug/25 12:00 AM,18/Aug/25 12:00 AM,12/Aug/25 12:00 AM
Task,CLIN-153,10153,Add validation rules to site monitoring,Part of the Clinical Trials initiative. Prepare compare issue chance bill affect election.,,,,,Medium,To Do,,12/Aug/25 12:00 AM,20/Aug/25 12:00 AM,21/Aug/25 12:00 AM,12/Aug/25 12:00 AM
Task,LAB-154,10154,Optimize data acquisition workflow automation,Part of the Laboratory Systems initiative. New imagine his water gas live. Material cold true kind college serve true table.,,,,,Medium,Done,Done,13/Aug/25 12:00 AM,20/Aug/25 12:00 AM,26/Aug/25 12:00 AM,13/Aug/25 12:00 AM
Task,REG-155,10155,Implement training tracker document version control,Part of the Regulatory Compliance initiative. Process statement improve care yet. Range watch authority vote prove child fund.,,,,,Highest,Done,Done,13/Aug/25 12:00 AM,18/Aug/25 12:00 AM,21/Aug/25 12:00 AM,13/Aug/25 12:00 AM
Task,PAT-156,10156,Implement patient portal medication reminders,Part of the Patient Portal initiative. Middle son safe.,,,,,Medium,Done,Done,13/Aug/25 12:00 AM,17/Aug/25 12:00 AM,21/Aug/25 12:00 AM,13/Aug/25 12:00 AM
Task,PAT-157,10157,Create health records educational content,Part of the Patient Portal initiative. Somebody professor bad.,,,,,Medium,Done,Done,13/Aug/25 12:00 AM,16/Aug/25 12:00 AM,20/Aug/25 12:00 AM,13/Aug/25 12:00 AM
Task,PAT-158,10158,Add notification service mobile app integration,Part of the Patient Portal initiative. When school company night.,,,,,Low,Done,Done,14/Aug/25 12:00 AM,20/Aug/25 12:00 AM,24/Aug/25 12:00 AM,14/Aug/25 12:00 AM
Task,PAT-159,10159,Build communication hub notification system,Part of the Patient Portal initiative. High draw form debate. Turn century provide truth recently art.,,,,,Low,Done,Done,14/Aug/25 12:00 AM,18/Aug/25 12:00 AM,22/Aug/25 12:00 AM,14/Aug/25 12:00 AM
Task,PAT-160,10160,Implement patient portal medication reminders,Part of the Patient Portal initiative. Already agreement nor. We social skill animal store perform use.,,,,,Medium,Done,Done,14/Aug/25 12:00 AM,22/Aug/25 12:00 AM,25/Aug/25 12:00 AM,14/Aug/25 12:00 AM
Task,REG-161,10161,Implement compliance portal document version control,Part of the Regulatory Compliance initiative. Health most call.,,,,,Medium,Done,Done,14/Aug/25 12:00 AM,16/Aug/25 12:00 AM,21/Aug/25 12:00 AM,14/Aug/25 12:00 AM
Task,DRUG-162,10162,Implement results database high-throughput screening,Part of the Drug Discovery initiative. Employee development fact couple talk story.,,,,,Medium,Done,Done,15/Aug/25 12:00 AM,18/Aug/25 12:00 AM,20/Aug/25 12:00 AM,15/Aug/25 12:00 AM
Task,DRUG-163,10163,Design analysis engine compound library search,Part of the Drug Discovery initiative. Suggest professor order. Laugh material last southern.,,,,,Medium,To Do,,15/Aug/25 12:00 AM,16/Aug/25 12:00 AM,25/Aug/25 12:00 AM,15/Aug/25 12:00 AM
Task,LAB-164,10164,Add LIMS instrument data capture,Part of the Laboratory Systems initiative. Reveal himself send north manage director site. Generation around region film.,,,,,High,To Do,,15/Aug/25 12:00 AM,17/Aug/25 12:00 AM,21/Aug/25 12:00 AM,15/Aug/25 12:00 AM
Task,CLIN-165,10165,Fix data integrity issues in patient data,Part of the Clinical Trials initiative. Least into control success unit build case remember.,,,,,Medium,Done,Done,16/Aug/25 12:00 AM,19/Aug/25 12:00 AM,22/Aug/25 12:00 AM,16/Aug/25 12:00 AM
Task,DRUG-166,10166,Implement analytics service high-throughput screening,Part of the Drug Discovery initiative. Out fill region military computer. Yourself this today agree.,,,,,Highest,Done,Done,16/Aug/25 12:00 AM,29/Aug/25 12:00 AM,30/Aug/25 12:00 AM,16/Aug/25 12:00 AM
Task,LAB-167,10167,Enhance results database sample tracking system,Part of the Laboratory Systems initiative. Though option it hand year. Again natural thought include election view task.,,,,,Highest,Done,Done,16/Aug/25 12:00 AM,18/Aug/25 12:00 AM,19/Aug/25 12:00 AM,16/Aug/25 12:00 AM
Task,CLIN-168,10168,Refactor case report forms trial management interface,Part of the Clinical Trials initiative. Political pretty central become short wait you.,,,,,Low,Done,Done,17/Aug/25 12:00 AM,20/Aug/25 12:00 AM,22/Aug/25 12:00 AM,17/Aug/25 12:00 AM
Task,CLIN-169,10169,Improve patient data data quality checks,Part of the Clinical Trials initiative. East project me decade. Quality buy future allow toward save create.,,,,,High,Done,Done,17/Aug/25 12:00 AM,23/Aug/25 12:00 AM,24/Aug/25 12:00 AM,17/Aug/25 12:00 AM
Task,DRUG-170,10170,Create compound database structure visualization,Part of the Drug Discovery initiative. Over nor choose population indicate eye. Detail myself manager age population.,,,,,High,Done,Done,17/Aug/25 12:00 AM,18/Aug/25 12:00 AM,22/Aug/25 12:00 AM,17/Aug/25 12:00 AM
Task,PAT-171,10171,Build patient dashboard consent management,Part of the Patient Portal initiative. Seem focus fill garden.,,,,,High,To Do,,18/Aug/25 12:00 AM,24/Aug/25 12:00 AM,26/Aug/25 12:00 AM,18/Aug/25 12:00 AM
Task,REG-172,10172,Implement training tracker audit trail logging,Part of the Regulatory Compliance initiative. Including response cell region.,,,,,High,Done,Done,18/Aug/25 12:00 AM,24/Aug/25 12:00 AM,26/Aug/25 12:00 AM,18/Aug/25 12:00 AM
Task,REG-173,10173,Enhance document control electronic signature workflow,Part of the Regulatory Compliance initiative. Democrat explain short week type five.,,,,,Low,Done,Done,18/Aug/25 12:00 AM,23/Aug/25 12:00 AM,25/Aug/25 12:00 AM,18/Aug/25 12:00 AM
Task,LAB-174,10174,Create results database results reporting,Part of the Laboratory Systems initiative. Other company apply spring family decide. Center hundred save method base space stage hospital.,,,,,Low,Done,Done,18/Aug/25 12:00 AM,19/Aug/25 12:00 AM,24/Aug/25 12:00 AM,18/Aug/25 12:00 AM
Task,PAT-175,10175,Implement health records survey distribution,Part of the Patient Portal initiative. Blood business nearly prepare. Entire responsibility expert.,,,,,Medium,Done,Done,19/Aug/25 12:00 AM,23/Aug/25 12:00 AM,24/Aug/25 12:00 AM,19/Aug/25 12:00 AM
Task,REG-176,10176,Build validation protocols 21 CFR Part 11 compliance,Part of the Regulatory Compliance initiative. Support enough machine lead step. Sport cold order night.,,,,,Medium,Done,Done,19/Aug/25 12:00 AM,24/Aug/25 12:00 AM,30/Aug/25 12:00 AM,19/Aug/25 12:00 AM
Task,CLIN-177,10177,Update protocol management patient data collection system,Part of the Clinical Trials initiative. Thus stand especially themselves. Theory yeah relate thousand.,,,,,High,In Progress,,19/Aug/25 12:00 AM,22/Aug/25 12:00 AM,25/Aug/25 12:00 AM,19/Aug/25 12:00 AM
Task,CLIN-178,10178,Add validation rules to audit trails,Part of the Clinical Trials initiative. Not similar alone number. Best budget party social during method figure evening.,,,,,Medium,In Progress,,20/Aug/25 12:00 AM,29/Aug/25 12:00 AM,05/Sep/25 12:00 AM,20/Aug/25 12:00 AM
Task,LAB-179,10179,Optimize workflow engine workflow automation,Part of the Laboratory Systems initiative. American stay himself of. Phone kitchen do public.,,,,,Low,Done,Done,20/Aug/25 12:00 AM,22/Aug/25 12:00 AM,23/Aug/25 12:00 AM,20/Aug/25 12:00 AM
Task,PAT-180,10180,Add health records secure messaging system,Part of the Patient Portal initiative. Economy suddenly quality able yourself on small.,,,,,High,Done,Done,20/Aug/25 12:00 AM,26/Aug/25 12:00 AM,30/Aug/25 12:00 AM,20/Aug/25 12:00 AM
Task,LAB-181,10181,Enhance inventory system sample tracking system,Part of the Laboratory Systems initiative. Friend major star weight place base three challenge. Factor main responsibility check up might.,,,,,Medium,To Do,,20/Aug/25 12:00 AM,21/Aug/25 12:00 AM,29/Aug/25 12:00 AM,20/Aug/25 12:00 AM
Task,DRUG-182,10182,Design data warehouse compound library search,Part of the Drug Discovery initiative. Song whatever talk four him dream decide.,,,,,Medium,Done,Done,21/Aug/25 12:00 AM,25/Aug/25 12:00 AM,29/Aug/25 12:00 AM,21/Aug/25 12:00 AM
Task,DRUG-183,10183,Write validation for compound database calculations,Part of the Drug Discovery initiative. Behavior from source wear. Majority process whom.,,,,,Medium,Done,Done,21/Aug/25 12:00 AM,23/Aug/25 12:00 AM,31/Aug/25 12:00 AM,21/Aug/25 12:00 AM
Task,DRUG-184,10184,Add computational chemistry ADME prediction tools,Part of the Drug Discovery initiative. Bring parent particular radio.,,,,,Medium,Done,Done,21/Aug/25 12:00 AM,28/Aug/25 12:00 AM,04/Sep/25 12:00 AM,21/Aug/25 12:00 AM
Task,CLIN-185,10185,Update {library} to meet FDA compliance,Part of the Clinical Trials initiative. Memory suffer sure stay.,,,,,Low,Done,Done,21/Aug/25 12:00 AM,01/Sep/25 12:00 AM,02/Sep/25 12:00 AM,21/Aug/25 12:00 AM
Task,PAT-186,10186,Build document viewer consent management,Part of the Patient Portal initiative. Relate receive pretty explain our.,,,,,High,Done,Done,22/Aug/25 12:00 AM,25/Aug/25 12:00 AM,29/Aug/25 12:00 AM,22/Aug/25 12:00 AM
Task,PAT-187,10187,Create appointment booking educational content,Part of the Patient Portal initiative. Foot research southern win up factor final.,,,,,Medium,Done,Done,22/Aug/25 12:00 AM,23/Aug/25 12:00 AM,27/Aug/25 12:00 AM,22/Aug/25 12:00 AM
Task,CLIN-188,10188,Optimize patient dashboard reporting dashboard,Part of the Clinical Trials initiative. Else six book marriage term partner executive. Establish still health father.,,,,,Medium,In Progress,,22/Aug/25 12:00 AM,23/Aug/25 12:00 AM,26/Aug/25 12:00 AM,22/Aug/25 12:00 AM
Task,REG-189,10189,Implement training tracker audit trail logging,Part of the Regulatory Compliance initiative. Consumer mention whether year. Consider whose quickly bank nice can establish away.,,,,,Low,Done,Done,23/Aug/25 12:00 AM,29/Aug/25 12:00 AM,31/Aug/25 12:00 AM,23/Aug/25 12:00 AM
Task,PAT-190,10190,Create mobile interface health record access,Part of the Patient Portal initiative. Environment never ten.,,,,,Highest,Done,Done,23/Aug/25 12:00 AM,26/Aug/25 12:00 AM,29/Aug/25 12:00 AM,23/Aug/25 12:00 AM
Task,LAB-191,10191,Add reporting system batch processing system,Part of the Laboratory Systems initiative. Your gun light good store series operation send.,,,,,Medium,Done,Done,23/Aug/25 12:00 AM,25/Aug/25 12:00 AM,03/Sep/25 12:00 AM,23/Aug/25 12:00 AM
Task,DRUG-192,10192,Build structure search target identification system,Part of the Drug Discovery initiative. Personal nice yard pass sound dog American. Stand many instead thought.,,,,,Highest,Done,Done,23/Aug/25 12:00 AM,29/Aug/25 12:00 AM,30/Aug/25 12:00 AM,23/Aug/25 12:00 AM
Task,CLIN-193,10193,Implement data validation adverse event tracking,Part of the Clinical Trials initiative. With military carry after general wonder certain.,,,,,Low,Done,Done,24/Aug/25 12:00 AM,30/Aug/25 12:00 AM,31/Aug/25 12:00 AM,24/Aug/25 12:00 AM
Task,REG-194,10194,Create audit logging validation documentation,Part of the Regulatory Compliance initiative. Commercial watch daughter.,,,,,Medium,To Do,,24/Aug/25 12:00 AM,31/Aug/25 12:00 AM,05/Sep/25 12:00 AM,24/Aug/25 12:00 AM
Task,REG-195,10195,Build validation protocols 21 CFR Part 11 compliance,Part of the Regulatory Compliance initiative. Player buy character art boy part four. Try show line author include minute pretty.,,,,,Highest,Done,Done,24/Aug/25 12:00 AM,28/Aug/25 12:00 AM,31/Aug/25 12:00 AM,24/Aug/25 12:00 AM
Task,PAT-196,10196,Build patient dashboard notification system,Part of the Patient Portal initiative. Who hold future performance suggest involve. Speak expert though own company.,,,,,Low,Done,Done,25/Aug/25 12:00 AM,29/Aug/25 12:00 AM,30/Aug/25 12:00 AM,25/Aug/25 12:00 AM
Task,LAB-197,10197,Optimize sample tracking workflow automation,Part of the Laboratory Systems initiative. Activity reduce drive lose beyond listen. Beyond necessary fall must analysis bag hit source.,,,,,Medium,Done,Done,25/Aug/25 12:00 AM,31/Aug/25 12:00 AM,03/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,CLIN-198,10198,Add validation rules to patient dashboard,Part of the Clinical Trials initiative. What know particular pull. Attorney role TV light beautiful shake.,,,,,Low,Done,Done,25/Aug/25 12:00 AM,30/Aug/25 12:00 AM,05/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,REG-199,10199,Create document management validation documentation,Part of the Regulatory Compliance initiative. Later option prepare next research describe room. White difficult go opportunity along today region.,,,,,Medium,Done,Done,25/Aug/25 12:00 AM,29/Aug/25 12:00 AM,01/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,CLIN-200,10200,Refactor case report forms trial management interface,Part of the Clinical Trials initiative. Maybe about such issue contain move.,,,,,Medium,Done,Done,26/Aug/25 12:00 AM,27/Aug/25 12:00 AM,30/Aug/25 12:00 AM,26/Aug/25 12:00 AM
Task,PAT-201,10201,Add messaging platform mobile app integration,Part of the Patient Portal initiative. Relationship dog performance effect front pressure behavior. Fill pressure protect week perform indicate.,,,,,Medium,Done,Done,26/Aug/25 12:00 AM,29/Aug/25 12:00 AM,31/Aug/25 12:00 AM,26/Aug/25 12:00 AM
Task,REG-202,10202,Enhance regulatory system electronic signature workflow,Part of the Regulatory Compliance initiative. Enter decision cell choose.,,,,,Medium,Done,Done,26/Aug/25 12:00 AM,07/Sep/25 12:00 AM,09/Sep/25 12:00 AM,26/Aug/25 12:00 AM
Task,LAB-203,10203,Build result calculations laboratory notebook,Part of the Laboratory Systems initiative. Bag analysis want card word bag fish.,,,,,Low,Done,Done,26/Aug/25 12:00 AM,29/Aug/25 12:00 AM,30/Aug/25 12:00 AM,26/Aug/25 12:00 AM
Task,DRUG-204,10204,Implement hit identification lead optimization workflow,Part of the Drug Discovery initiative. Throughout bill new person.,,,,,High,Done,Done,27/Aug/25 12:00 AM,28/Aug/25 12:00 AM,30/Aug/25 12:00 AM,27/Aug/25 12:00 AM
Task,DRUG-205,10205,Build computational chemistry assay data pipeline,Part of the Drug Discovery initiative. With page author here along rule. Job necessary senior along blood.,,,,,Medium,Done,Done,27/Aug/25 12:00 AM,07/Sep/25 12:00 AM,10/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,PAT-206,10206,Create secure chat educational content,Part of the Patient Portal initiative. Current key financial foreign whose. Democrat reveal just her carry position.,,,,,High,Done,Done,27/Aug/25 12:00 AM,30/Aug/25 12:00 AM,03/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,PAT-207,10207,Add messaging platform mobile app integration,Part of the Patient Portal initiative. Whose our source.,,,,,Medium,Done,Done,27/Aug/25 12:00 AM,30/Aug/25 12:00 AM,01/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,REG-208,10208,Build validation protocols 21 CFR Part 11 compliance,Part of the Regulatory Compliance initiative. Movement strategy tend close hundred loss. Above blood white ever serious art.,,,,,Medium,Done,Done,27/Aug/25 12:00 AM,29/Aug/25 12:00 AM,31/Aug/25 12:00 AM,27/Aug/25 12:00 AM
Task,DRUG-209,10209,Implement property prediction lead optimization workflow,Part of the Drug Discovery initiative. Help generation on.,,,,,Low,Done,Done,28/Aug/25 12:00 AM,30/Aug/25 12:00 AM,01/Sep/25 12:00 AM,28/Aug/25 12:00 AM
