Issue Type,Issue key,Issue id,Summary,Description,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Start date),Created_dt,Due_date_dt,Start_date_dt,Updated_dt,Duration_days,Hours_per_ticket,Cost_per_ticket,Period,Week_Period,Week_Start
Task,FT-94,10532,Implement priority routing delivery tracking and analytics,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Detail international nor only. Certain day stock.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,28/Jul/25 12:00 AM,29/Jul/25 12:00 AM,03/Aug/25 12:00 AM,28/Jul/25 12:00 AM,2025-07-28,2025-08-03,2025-07-28,2025-07-29,6,48,2400.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-93,10531,Add settlement performance monitoring and alerts,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Customer common way than.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,28/Jul/25 12:00 AM,29/Jul/25 12:00 AM,03/Aug/25 12:00 AM,28/Jul/25 12:00 AM,2025-07-28,2025-08-03,2025-07-28,2025-07-29,6,48,2400.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-92,10324,Implement private equity comparison and analysis tools,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Direction ahead staff half cold factor. Admit listen pretty anything.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,28/Jul/25 12:00 AM,01/Aug/25 12:00 AM,02/Aug/25 12:00 AM,28/Jul/25 12:00 AM,2025-07-28,2025-08-02,2025-07-28,2025-08-01,5,40,2000.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-91,10323,Fix memory leak in validation middleware service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Little security whose money citizen property six.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,28/Jul/25 12:00 AM,02/Aug/25 12:00 AM,04/Aug/25 12:00 AM,28/Jul/25 12:00 AM,2025-07-28,2025-08-04,2025-07-28,2025-08-02,7,56,2800.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-98,10325,Create market overview responsive UI,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Anyone image conference heavy all contain. Tonight conference consider.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,Done,Done,29/Jul/25 12:00 AM,30/Jul/25 12:00 AM,03/Aug/25 12:00 AM,29/Jul/25 12:00 AM,2025-07-29,2025-08-03,2025-07-29,2025-07-30,5,40,2000.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-97,10376,Design market data feed architecture and data models,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Plant film stand environmental. Use nearly decision team rest.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,29/Jul/25 12:00 AM,02/Aug/25 12:00 AM,09/Aug/25 12:00 AM,29/Jul/25 12:00 AM,2025-07-29,2025-08-09,2025-07-29,2025-08-02,11,88,4400.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-96,10375,Migrate transaction processor to microservices architecture,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. One ok something through possible. Onto result perform inside.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,Done,Done,29/Jul/25 12:00 AM,02/Aug/25 12:00 AM,19/Aug/25 12:00 AM,29/Jul/25 12:00 AM,2025-07-29,2025-08-19,2025-07-29,2025-08-02,21,168,8400.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-95,10374,Add queue processor webhook integration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. End through painting live throw spend. Save where office structure cultural chair deep change.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,29/Jul/25 12:00 AM,04/Aug/25 12:00 AM,08/Aug/25 12:00 AM,29/Jul/25 12:00 AM,2025-07-29,2025-08-08,2025-07-29,2025-08-04,10,80,4000.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-102,10534,Design order book architecture and data models,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Guess citizen agreement already available responsibility international look. Finally own through picture wife.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,30/Jul/25 12:00 AM,03/Aug/25 12:00 AM,06/Aug/25 12:00 AM,30/Jul/25 12:00 AM,2025-07-30,2025-08-06,2025-07-30,2025-08-03,7,56,2800.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-101,10326,Enhance in-app message notification delivery reliability,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Something someone statement break you pretty authority.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,30/Jul/25 12:00 AM,04/Aug/25 12:00 AM,05/Aug/25 12:00 AM,30/Jul/25 12:00 AM,2025-07-30,2025-08-05,2025-07-30,2025-08-04,6,48,2400.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-100,10377,Update deprecated validation middleware API endpoints,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Scene bar popular wide.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,30/Jul/25 12:00 AM,03/Aug/25 12:00 AM,06/Aug/25 12:00 AM,30/Jul/25 12:00 AM,2025-07-30,2025-08-06,2025-07-30,2025-08-03,7,56,2800.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-99,10533,Design market data feed architecture and data models,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Those idea together authority.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,30/Jul/25 12:00 AM,06/Aug/25 12:00 AM,07/Aug/25 12:00 AM,30/Jul/25 12:00 AM,2025-07-30,2025-08-07,2025-07-30,2025-08-06,8,64,3200.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-105,10378,Add SSO integration compliance controls,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Above design simple west break color. Choose with other network tonight soldier lay.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,31/Jul/25 12:00 AM,04/Aug/25 12:00 AM,05/Aug/25 12:00 AM,31/Jul/25 12:00 AM,2025-07-31,2025-08-05,2025-07-31,2025-08-04,5,40,2000.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-104,10535,Add XSS prevention detection and monitoring,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Congress budget key. Anything plant message face show.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,31/Jul/25 12:00 AM,03/Aug/25 12:00 AM,04/Aug/25 12:00 AM,31/Jul/25 12:00 AM,2025-07-31,2025-08-04,2025-07-31,2025-08-03,4,32,1600.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-103,10653,Implement caching layer for data pipeline,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Blood benefit deep. Seat exist national tax brother us project event.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,In Progress,,31/Jul/25 12:00 AM,08/Aug/25 12:00 AM,09/Aug/25 12:00 AM,31/Jul/25 12:00 AM,2025-07-31,2025-08-09,2025-07-31,2025-08-08,9,72,3600.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-109,10380,Optimize message broker message queue processing,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Example choice may save easy official. Talk true could experience drop dark large.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,01/Aug/25 12:00 AM,12/Aug/25 12:00 AM,14/Aug/25 12:00 AM,01/Aug/25 12:00 AM,2025-08-01,2025-08-14,2025-08-01,2025-08-12,13,104,5200.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-108,10379,Upgrade reconciliation reports to support new requirements,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Teach whether large with.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,01/Aug/25 12:00 AM,12/Aug/25 12:00 AM,14/Aug/25 12:00 AM,01/Aug/25 12:00 AM,2025-08-01,2025-08-14,2025-08-01,2025-08-12,13,104,5200.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-107,10328,Refactor payment processing to use async/await pattern,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Hope rest commercial body. Night present what take fast attorney artist.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,01/Aug/25 12:00 AM,05/Aug/25 12:00 AM,09/Aug/25 12:00 AM,01/Aug/25 12:00 AM,2025-08-01,2025-08-09,2025-08-01,2025-08-05,8,64,3200.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-106,10327,Build pricing service API endpoint with validation,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Single market range few few. Coach rich interest represent employee.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,01/Aug/25 12:00 AM,06/Aug/25 12:00 AM,09/Aug/25 12:00 AM,01/Aug/25 12:00 AM,2025-08-01,2025-08-09,2025-08-01,2025-08-06,8,64,3200.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-113,10331,Refactor user management module for better performance,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Control reveal staff lot go student or because.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,In Progress,,02/Aug/25 12:00 AM,05/Aug/25 12:00 AM,12/Aug/25 12:00 AM,02/Aug/25 12:00 AM,2025-08-02,2025-08-12,2025-08-02,2025-08-05,10,80,4000.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-112,10330,Implement commodities portfolio allocation tools,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Thought color its southern. Rock risk west present have store everything.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,02/Aug/25 12:00 AM,07/Aug/25 12:00 AM,10/Aug/25 12:00 AM,02/Aug/25 12:00 AM,2025-08-02,2025-08-10,2025-08-02,2025-08-07,8,64,3200.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-111,10329,Implement trade confirmation error handling and retry logic,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Onto audience get much.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,02/Aug/25 12:00 AM,04/Aug/25 12:00 AM,06/Aug/25 12:00 AM,02/Aug/25 12:00 AM,2025-08-02,2025-08-06,2025-08-02,2025-08-04,4,32,1600.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-110,10654,Implement multi-factor auth authentication flow,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Vote easy understand mention. Assume tree wrong phone forward.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,02/Aug/25 12:00 AM,11/Aug/25 12:00 AM,14/Aug/25 12:00 AM,02/Aug/25 12:00 AM,2025-08-02,2025-08-14,2025-08-02,2025-08-11,12,96,4800.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-117,10538,Build order management API endpoint with validation,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Off join research or challenge article test.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,03/Aug/25 12:00 AM,06/Aug/25 12:00 AM,08/Aug/25 12:00 AM,03/Aug/25 12:00 AM,2025-08-03,2025-08-08,2025-08-03,2025-08-06,5,40,2000.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-116,10332,Build brute force detection incident response system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. For from back bit black market.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,In Progress,,03/Aug/25 12:00 AM,08/Aug/25 12:00 AM,13/Aug/25 12:00 AM,03/Aug/25 12:00 AM,2025-08-03,2025-08-13,2025-08-03,2025-08-08,10,80,4000.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-115,10537,Build order matching order execution engine,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Pay economy few prevent investment. Partner raise process reduce establish.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,03/Aug/25 12:00 AM,15/Aug/25 12:00 AM,16/Aug/25 12:00 AM,03/Aug/25 12:00 AM,2025-08-03,2025-08-16,2025-08-03,2025-08-15,13,104,5200.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-114,10536,Add multi-factor auth compliance controls,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Plant result next or month.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,03/Aug/25 12:00 AM,04/Aug/25 12:00 AM,08/Aug/25 12:00 AM,03/Aug/25 12:00 AM,2025-08-03,2025-08-08,2025-08-03,2025-08-04,5,40,2000.0,Pre-Claude,2025-07-28/2025-08-03,2025-07-28
Task,FT-121,10540,Add investment engine regulatory compliance checks,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Base their simply line ask over.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,04/Aug/25 12:00 AM,09/Aug/25 12:00 AM,12/Aug/25 12:00 AM,04/Aug/25 12:00 AM,2025-08-04,2025-08-12,2025-08-04,2025-08-09,8,64,3200.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-120,10381,Implement stop loss error handling and retry logic,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Every police tend religious eat purpose.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,04/Aug/25 12:00 AM,05/Aug/25 12:00 AM,11/Aug/25 12:00 AM,04/Aug/25 12:00 AM,2025-08-04,2025-08-11,2025-08-04,2025-08-05,7,56,2800.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-119,10539,Optimize reconciliation reports database queries,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Enter out worker.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,04/Aug/25 12:00 AM,07/Aug/25 12:00 AM,13/Aug/25 12:00 AM,04/Aug/25 12:00 AM,2025-08-04,2025-08-13,2025-08-04,2025-08-07,9,72,3600.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-118,10333,Fix memory leak in REST API service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Gun artist change participant mind total another.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,04/Aug/25 12:00 AM,08/Aug/25 12:00 AM,13/Aug/25 12:00 AM,04/Aug/25 12:00 AM,2025-08-04,2025-08-13,2025-08-04,2025-08-08,9,72,3600.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-125,10542,Implement execution service WebSocket real-time updates,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Range item lawyer suffer.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,In Progress,,05/Aug/25 12:00 AM,08/Aug/25 12:00 AM,17/Aug/25 12:00 AM,05/Aug/25 12:00 AM,2025-08-05,2025-08-17,2025-08-05,2025-08-08,12,96,4800.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-124,10541,Build batch notifications user preference center,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Determine customer plan.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,05/Aug/25 12:00 AM,09/Aug/25 12:00 AM,12/Aug/25 12:00 AM,05/Aug/25 12:00 AM,2025-08-05,2025-08-12,2025-08-05,2025-08-09,7,56,2800.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-123,10382,Add alternative assets regulatory compliance checks,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Beat situation perhaps true arrive avoid.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,05/Aug/25 12:00 AM,06/Aug/25 12:00 AM,16/Aug/25 12:00 AM,05/Aug/25 12:00 AM,2025-08-05,2025-08-16,2025-08-05,2025-08-06,11,88,4400.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-122,10655,Build analytics dashboard risk disclosure system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Sport these low behind. Poor mother make front.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,05/Aug/25 12:00 AM,06/Aug/25 12:00 AM,10/Aug/25 12:00 AM,05/Aug/25 12:00 AM,2025-08-05,2025-08-10,2025-08-05,2025-08-06,5,40,2000.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-129,10543,Build key management token validation service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Score seat for speak hundred. Blood indeed reduce evening charge by smile war.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,In Progress,,06/Aug/25 12:00 AM,07/Aug/25 12:00 AM,13/Aug/25 12:00 AM,06/Aug/25 12:00 AM,2025-08-06,2025-08-13,2025-08-06,2025-08-07,7,56,2800.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-128,10335,Enhance notification system analytics and reporting,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Near no just little above.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,Done,Done,06/Aug/25 12:00 AM,12/Aug/25 12:00 AM,15/Aug/25 12:00 AM,06/Aug/25 12:00 AM,2025-08-06,2025-08-15,2025-08-06,2025-08-12,9,72,3600.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-127,10656,Implement limit orders core functionality,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Land set story.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,06/Aug/25 12:00 AM,11/Aug/25 12:00 AM,22/Aug/25 12:00 AM,06/Aug/25 12:00 AM,2025-08-06,2025-08-22,2025-08-06,2025-08-11,16,128,6400.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-126,10334,Add investment engine regulatory compliance checks,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Stuff morning inside off.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,06/Aug/25 12:00 AM,08/Aug/25 12:00 AM,10/Aug/25 12:00 AM,06/Aug/25 12:00 AM,2025-08-06,2025-08-10,2025-08-06,2025-08-08,4,32,1600.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-132,10544,Build asset listing risk disclosure system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Executive often fish low.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,07/Aug/25 12:00 AM,08/Aug/25 12:00 AM,15/Aug/25 12:00 AM,07/Aug/25 12:00 AM,2025-08-07,2025-08-15,2025-08-07,2025-08-08,8,64,3200.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-131,10384,Refactor user management module for better performance,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. News Congress product remember amount a edge.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,07/Aug/25 12:00 AM,10/Aug/25 12:00 AM,12/Aug/25 12:00 AM,07/Aug/25 12:00 AM,2025-08-07,2025-08-12,2025-08-07,2025-08-10,5,40,2000.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-130,10383,Implement compliance third-party data integration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Cause treat free experience town style. Artist practice player bill teach son color.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,In Progress,,07/Aug/25 12:00 AM,09/Aug/25 12:00 AM,14/Aug/25 12:00 AM,07/Aug/25 12:00 AM,2025-08-07,2025-08-14,2025-08-07,2025-08-09,7,56,2800.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-135,10545,Add passwordless auth compliance controls,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Have miss sell only late. Station fight large minute.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,08/Aug/25 12:00 AM,12/Aug/25 12:00 AM,13/Aug/25 12:00 AM,08/Aug/25 12:00 AM,2025-08-08,2025-08-13,2025-08-08,2025-08-12,5,40,2000.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-134,10386,Add real-time pricing business logic and rules,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Huge really full. Record whatever worry skin write drop.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,08/Aug/25 12:00 AM,14/Aug/25 12:00 AM,20/Aug/25 12:00 AM,08/Aug/25 12:00 AM,2025-08-08,2025-08-20,2025-08-08,2025-08-14,12,96,4800.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-133,10385,Migrate audit logger to microservices architecture,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Onto building win resource ok. Nature someone guy car guess wrong have benefit.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,08/Aug/25 12:00 AM,14/Aug/25 12:00 AM,16/Aug/25 12:00 AM,08/Aug/25 12:00 AM,2025-08-08,2025-08-16,2025-08-08,2025-08-14,8,64,3200.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-139,10388,Add analytics tracker webhook integration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Develop study mind several once.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,In Progress,,09/Aug/25 12:00 AM,13/Aug/25 12:00 AM,16/Aug/25 12:00 AM,09/Aug/25 12:00 AM,2025-08-09,2025-08-16,2025-08-09,2025-08-13,7,56,2800.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-138,10387,Build token service token validation service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Send table us director ground. Kid rich economy old truth owner citizen cold.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,Done,Done,09/Aug/25 12:00 AM,10/Aug/25 12:00 AM,14/Aug/25 12:00 AM,09/Aug/25 12:00 AM,2025-08-09,2025-08-14,2025-08-09,2025-08-10,5,40,2000.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-137,10546,Migrate audit logger to microservices architecture,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Relationship reality both hundred.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,09/Aug/25 12:00 AM,11/Aug/25 12:00 AM,20/Aug/25 12:00 AM,09/Aug/25 12:00 AM,2025-08-09,2025-08-20,2025-08-09,2025-08-11,11,88,4400.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
Task,FT-136,10657,Fix memory leak in authentication service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Race likely prove. Along central really seat same law.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,Done,Done,09/Aug/25 12:00 AM,11/Aug/25 12:00 AM,13/Aug/25 12:00 AM,09/Aug/25 12:00 AM,2025-08-09,2025-08-13,2025-08-09,2025-08-11,4,32,1600.0,Pre-Claude,2025-08-04/2025-08-10,2025-08-04
