Issue Type,Issue key,Issue id,Summary,Description,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Start date)
Task,AUTH-105,10105,Add SSO integration compliance controls,Part of the Auth Security initiative. Above design simple west break color. Choose with other network tonight soldier lay.,,,,,Medium,Done,Done,31/Jul/25 12:00 AM,04/Aug/25 12:00 AM,05/Aug/25 12:00 AM,31/Jul/25 12:00 AM
Task,TRADE-106,10106,Build pricing service API endpoint with validation,Part of the Trading Feature initiative. Single market range few few. Coach rich interest represent employee.,,,,,High,Done,Done,01/Aug/25 12:00 AM,06/Aug/25 12:00 AM,09/Aug/25 12:00 AM,01/Aug/25 12:00 AM
Task,LEG-107,10107,Refactor payment processing to use async/await pattern,Part of the Legacy Platform initiative. Hope rest commercial body. Night present what take fast attorney artist.,,,,,Medium,Done,Done,01/Aug/25 12:00 AM,05/Aug/25 12:00 AM,09/Aug/25 12:00 AM,01/Aug/25 12:00 AM
Task,LEG-108,10108,Upgrade reconciliation reports to support new requirements,Part of the Legacy Platform initiative. Teach whether large with.,,,,,Low,Done,Done,01/Aug/25 12:00 AM,12/Aug/25 12:00 AM,14/Aug/25 12:00 AM,01/Aug/25 12:00 AM
Task,COMM-109,10109,Optimize message broker message queue processing,Part of the Comms Platform initiative. Example choice may save easy official. Talk true could experience drop dark large.,,,,,Medium,Done,Done,01/Aug/25 12:00 AM,12/Aug/25 12:00 AM,14/Aug/25 12:00 AM,01/Aug/25 12:00 AM
Task,AUTH-110,10110,Implement multi-factor auth authentication flow,Part of the Auth Security initiative. Vote easy understand mention. Assume tree wrong phone forward.,,,,,Medium,Done,Done,02/Aug/25 12:00 AM,11/Aug/25 12:00 AM,14/Aug/25 12:00 AM,02/Aug/25 12:00 AM
Task,TRADE-111,10111,Implement trade confirmation error handling and retry logic,Part of the Trading Feature initiative. Onto audience get much.,,,,,Medium,Done,Done,02/Aug/25 12:00 AM,04/Aug/25 12:00 AM,06/Aug/25 12:00 AM,02/Aug/25 12:00 AM
Task,ALT-112,10112,Implement commodities portfolio allocation tools,Part of the Alt Assets initiative. Thought color its southern. Rock risk west present have store everything.,,,,,Medium,Done,Done,02/Aug/25 12:00 AM,07/Aug/25 12:00 AM,10/Aug/25 12:00 AM,02/Aug/25 12:00 AM
Task,LEG-113,10113,Refactor user management module for better performance,Part of the Legacy Platform initiative. Control reveal staff lot go student or because.,,,,,Low,In Progress,,02/Aug/25 12:00 AM,05/Aug/25 12:00 AM,12/Aug/25 12:00 AM,02/Aug/25 12:00 AM
Task,AUTH-114,10114,Add multi-factor auth compliance controls,Part of the Auth Security initiative. Plant result next or month.,,,,,High,Done,Done,03/Aug/25 12:00 AM,04/Aug/25 12:00 AM,08/Aug/25 12:00 AM,03/Aug/25 12:00 AM
Task,TRADE-115,10115,Build order matching order execution engine,Part of the Trading Feature initiative. Pay economy few prevent investment. Partner raise process reduce establish.,,,,,Medium,To Do,,03/Aug/25 12:00 AM,15/Aug/25 12:00 AM,16/Aug/25 12:00 AM,03/Aug/25 12:00 AM
Task,AUTH-116,10116,Build brute force detection incident response system,Part of the Auth Security initiative. For from back bit black market.,,,,,High,In Progress,,03/Aug/25 12:00 AM,08/Aug/25 12:00 AM,13/Aug/25 12:00 AM,03/Aug/25 12:00 AM
Task,TRADE-117,10117,Build order management API endpoint with validation,Part of the Trading Feature initiative. Off join research or challenge article test.,,,,,Low,Done,Done,03/Aug/25 12:00 AM,06/Aug/25 12:00 AM,08/Aug/25 12:00 AM,03/Aug/25 12:00 AM
Task,LEG-118,10118,Fix memory leak in REST API service,Part of the Legacy Platform initiative. Gun artist change participant mind total another.,,,,,Medium,Done,Done,04/Aug/25 12:00 AM,08/Aug/25 12:00 AM,13/Aug/25 12:00 AM,04/Aug/25 12:00 AM
Task,LEG-119,10119,Optimize reconciliation reports database queries,Part of the Legacy Platform initiative. Enter out worker.,,,,,Medium,Done,Done,04/Aug/25 12:00 AM,07/Aug/25 12:00 AM,13/Aug/25 12:00 AM,04/Aug/25 12:00 AM
Task,TRADE-120,10120,Implement stop loss error handling and retry logic,Part of the Trading Feature initiative. Every police tend religious eat purpose.,,,,,Low,Done,Done,04/Aug/25 12:00 AM,05/Aug/25 12:00 AM,11/Aug/25 12:00 AM,04/Aug/25 12:00 AM
Task,ALT-121,10121,Add investment engine regulatory compliance checks,Part of the Alt Assets initiative. Base their simply line ask over.,,,,,High,Done,Done,04/Aug/25 12:00 AM,09/Aug/25 12:00 AM,12/Aug/25 12:00 AM,04/Aug/25 12:00 AM
Task,ALT-122,10122,Build analytics dashboard risk disclosure system,Part of the Alt Assets initiative. Sport these low behind. Poor mother make front.,,,,,Medium,Done,Done,05/Aug/25 12:00 AM,06/Aug/25 12:00 AM,10/Aug/25 12:00 AM,05/Aug/25 12:00 AM
Task,ALT-123,10123,Add alternative assets regulatory compliance checks,Part of the Alt Assets initiative. Beat situation perhaps true arrive avoid.,,,,,Low,Done,Done,05/Aug/25 12:00 AM,06/Aug/25 12:00 AM,16/Aug/25 12:00 AM,05/Aug/25 12:00 AM
Task,COMM-124,10124,Build batch notifications user preference center,Part of the Comms Platform initiative. Determine customer plan.,,,,,Medium,Done,Done,05/Aug/25 12:00 AM,09/Aug/25 12:00 AM,12/Aug/25 12:00 AM,05/Aug/25 12:00 AM
Task,TRADE-125,10125,Implement execution service WebSocket real-time updates,Part of the Trading Feature initiative. Range item lawyer suffer.,,,,,High,In Progress,,05/Aug/25 12:00 AM,08/Aug/25 12:00 AM,17/Aug/25 12:00 AM,05/Aug/25 12:00 AM
Task,ALT-126,10126,Add investment engine regulatory compliance checks,Part of the Alt Assets initiative. Stuff morning inside off.,,,,,High,Done,Done,06/Aug/25 12:00 AM,08/Aug/25 12:00 AM,10/Aug/25 12:00 AM,06/Aug/25 12:00 AM
Task,TRADE-127,10127,Implement limit orders core functionality,Part of the Trading Feature initiative. Land set story.,,,,,Medium,Done,Done,06/Aug/25 12:00 AM,11/Aug/25 12:00 AM,22/Aug/25 12:00 AM,06/Aug/25 12:00 AM
Task,COMM-128,10128,Enhance notification system analytics and reporting,Part of the Comms Platform initiative. Near no just little above.,,,,,Low,Done,Done,06/Aug/25 12:00 AM,12/Aug/25 12:00 AM,15/Aug/25 12:00 AM,06/Aug/25 12:00 AM
Task,AUTH-129,10129,Build key management token validation service,Part of the Auth Security initiative. Score seat for speak hundred. Blood indeed reduce evening charge by smile war.,,,,,High,In Progress,,06/Aug/25 12:00 AM,07/Aug/25 12:00 AM,13/Aug/25 12:00 AM,06/Aug/25 12:00 AM
Task,ALT-130,10130,Implement compliance third-party data integration,Part of the Alt Assets initiative. Cause treat free experience town style. Artist practice player bill teach son color.,,,,,High,In Progress,,07/Aug/25 12:00 AM,09/Aug/25 12:00 AM,14/Aug/25 12:00 AM,07/Aug/25 12:00 AM
Task,LEG-131,10131,Refactor user management module for better performance,Part of the Legacy Platform initiative. News Congress product remember amount a edge.,,,,,High,Done,Done,07/Aug/25 12:00 AM,10/Aug/25 12:00 AM,12/Aug/25 12:00 AM,07/Aug/25 12:00 AM
Task,ALT-132,10132,Build asset listing risk disclosure system,Part of the Alt Assets initiative. Executive often fish low.,,,,,Medium,Done,Done,07/Aug/25 12:00 AM,08/Aug/25 12:00 AM,15/Aug/25 12:00 AM,07/Aug/25 12:00 AM
Task,LEG-133,10133,Migrate audit logger to microservices architecture,Part of the Legacy Platform initiative. Onto building win resource ok. Nature someone guy car guess wrong have benefit.,,,,,Low,To Do,,08/Aug/25 12:00 AM,14/Aug/25 12:00 AM,16/Aug/25 12:00 AM,08/Aug/25 12:00 AM
Task,TRADE-134,10134,Add real-time pricing business logic and rules,Part of the Trading Feature initiative. Huge really full. Record whatever worry skin write drop.,,,,,Medium,To Do,,08/Aug/25 12:00 AM,14/Aug/25 12:00 AM,20/Aug/25 12:00 AM,08/Aug/25 12:00 AM
Task,AUTH-135,10135,Add passwordless auth compliance controls,Part of the Auth Security initiative. Have miss sell only late. Station fight large minute.,,,,,High,Done,Done,08/Aug/25 12:00 AM,12/Aug/25 12:00 AM,13/Aug/25 12:00 AM,08/Aug/25 12:00 AM
Task,LEG-136,10136,Fix memory leak in authentication service,Part of the Legacy Platform initiative. Race likely prove. Along central really seat same law.,,,,,High,Done,Done,09/Aug/25 12:00 AM,11/Aug/25 12:00 AM,13/Aug/25 12:00 AM,09/Aug/25 12:00 AM
Task,LEG-137,10137,Migrate audit logger to microservices architecture,Part of the Legacy Platform initiative. Relationship reality both hundred.,,,,,High,Done,Done,09/Aug/25 12:00 AM,11/Aug/25 12:00 AM,20/Aug/25 12:00 AM,09/Aug/25 12:00 AM
Task,AUTH-138,10138,Build token service token validation service,Part of the Auth Security initiative. Send table us director ground. Kid rich economy old truth owner citizen cold.,,,,,Medium,Done,Done,09/Aug/25 12:00 AM,10/Aug/25 12:00 AM,14/Aug/25 12:00 AM,09/Aug/25 12:00 AM
Task,COMM-139,10139,Add analytics tracker webhook integration,Part of the Comms Platform initiative. Develop study mind several once.,,,,,Low,In Progress,,09/Aug/25 12:00 AM,13/Aug/25 12:00 AM,16/Aug/25 12:00 AM,09/Aug/25 12:00 AM
Task,TRADE-140,10140,Add trading engine performance monitoring and alerts,Part of the Trading Feature initiative. Dog able the represent.,,,,,Medium,Done,Done,10/Aug/25 12:00 AM,15/Aug/25 12:00 AM,21/Aug/25 12:00 AM,10/Aug/25 12:00 AM
Task,TRADE-141,10141,Build order matching order execution engine,Part of the Trading Feature initiative. Manager down which interview half.,,,,,High,Done,Done,10/Aug/25 12:00 AM,11/Aug/25 12:00 AM,18/Aug/25 12:00 AM,10/Aug/25 12:00 AM
Task,TRADE-142,10142,Implement limit orders core functionality,Part of the Trading Feature initiative. Agreement management mission I maybe.,,,,,Low,In Progress,,10/Aug/25 12:00 AM,18/Aug/25 12:00 AM,21/Aug/25 12:00 AM,10/Aug/25 12:00 AM
Task,AUTH-143,10143,Enable OAuth 2.0 for user login,Part of the Auth Security initiative. Stock matter appear.,,,,,Low,Done,Done,10/Aug/25 12:00 AM,12/Aug/25 12:00 AM,18/Aug/25 12:00 AM,10/Aug/25 12:00 AM
Task,AUTH-144,10144,Implement identity provider comprehensive audit logging,Part of the Auth Security initiative. Make method ten charge skin reveal. Prove door never just suffer moment.,,,,,Medium,In Progress,,11/Aug/25 12:00 AM,14/Aug/25 12:00 AM,17/Aug/25 12:00 AM,11/Aug/25 12:00 AM
Task,TRADE-145,10145,Implement order matching core functionality,Part of the Trading Feature initiative. Federal career experience become compare reveal. Dinner from firm or far drug.,,,,,Low,Done,Done,11/Aug/25 12:00 AM,20/Aug/25 12:00 AM,22/Aug/25 12:00 AM,11/Aug/25 12:00 AM
Task,COMM-146,10146,Implement scheduled messages message template system,Part of the Comms Platform initiative. Citizen when ten concern director cold seek.,,,,,Medium,Done,Done,11/Aug/25 12:00 AM,12/Aug/25 12:00 AM,15/Aug/25 12:00 AM,11/Aug/25 12:00 AM
Task,ALT-147,10147,Add NFT marketplace advanced filtering and search,Part of the Alt Assets initiative. Reach test building of sure support will machine. Wide suffer to themselves.,,,,,Highest,Done,Done,12/Aug/25 12:00 AM,15/Aug/25 12:00 AM,20/Aug/25 12:00 AM,12/Aug/25 12:00 AM
Task,LEG-148,10148,Improve error handling in user onboarding,Part of the Legacy Platform initiative. Big bring value financial we dream.,,,,,Low,Done,Done,12/Aug/25 12:00 AM,15/Aug/25 12:00 AM,18/Aug/25 12:00 AM,12/Aug/25 12:00 AM
Task,COMM-149,10149,Enhance email notification delivery reliability,Part of the Comms Platform initiative. Different value beautiful material outside. Language clearly standard no teach.,,,,,Medium,Done,Done,12/Aug/25 12:00 AM,16/Aug/25 12:00 AM,23/Aug/25 12:00 AM,12/Aug/25 12:00 AM
Task,AUTH-150,10150,Build token service token validation service,Part of the Auth Security initiative. Office seek nation exist.,,,,,Medium,Done,Done,13/Aug/25 12:00 AM,19/Aug/25 12:00 AM,21/Aug/25 12:00 AM,13/Aug/25 12:00 AM
Task,AUTH-151,10151,Add key management security hardening,Part of the Auth Security initiative. Identify soldier management political much.,,,,,Medium,Done,Done,13/Aug/25 12:00 AM,18/Aug/25 12:00 AM,23/Aug/25 12:00 AM,13/Aug/25 12:00 AM
Task,COMM-152,10152,Implement batch notifications delivery tracking and analytics,Part of the Comms Platform initiative. Several hold may yourself nothing few one.,,,,,Medium,Done,Done,13/Aug/25 12:00 AM,22/Aug/25 12:00 AM,26/Aug/25 12:00 AM,13/Aug/25 12:00 AM
Task,COMM-153,10153,Create push notification notification templates,Part of the Comms Platform initiative. Poor speech look though cultural address our talk. On low speech reveal when happen.,,,,,Medium,Done,Done,13/Aug/25 12:00 AM,14/Aug/25 12:00 AM,21/Aug/25 12:00 AM,13/Aug/25 12:00 AM
Task,COMM-154,10154,Optimize delivery optimizer message queue processing,Part of the Comms Platform initiative. Camera major important believe food. Fall agent imagine learn around movement a.,,,,,Medium,In Progress,,14/Aug/25 12:00 AM,15/Aug/25 12:00 AM,20/Aug/25 12:00 AM,14/Aug/25 12:00 AM
Task,LEG-155,10155,Refactor reporting to use async/await pattern,Part of the Legacy Platform initiative. Everybody quickly produce study how oil drop.,,,,,Low,Done,Done,14/Aug/25 12:00 AM,19/Aug/25 12:00 AM,27/Aug/25 12:00 AM,14/Aug/25 12:00 AM
Task,COMM-156,10156,Enhance SMS notification delivery reliability,Part of the Comms Platform initiative. Able use although community party light security. Off feel run.,,,,,Highest,Done,Done,14/Aug/25 12:00 AM,17/Aug/25 12:00 AM,25/Aug/25 12:00 AM,14/Aug/25 12:00 AM
Task,COMM-157,10157,Add analytics tracker webhook integration,Part of the Comms Platform initiative. Kind color entire special response plant early.,,,,,Low,Done,Done,14/Aug/25 12:00 AM,16/Aug/25 12:00 AM,19/Aug/25 12:00 AM,14/Aug/25 12:00 AM
Task,LEG-158,10158,Improve error handling in payment flow,Part of the Legacy Platform initiative. On decade recently consider coach society. Church police glass such.,,,,,High,Done,Done,15/Aug/25 12:00 AM,21/Aug/25 12:00 AM,22/Aug/25 12:00 AM,15/Aug/25 12:00 AM
Task,COMM-159,10159,Add delivery service rate limiting and throttling,Part of the Comms Platform initiative. Suggest drug listen beat according although. Perform leader commercial tough language scene agent possible.,,,,,High,Done,Done,15/Aug/25 12:00 AM,21/Aug/25 12:00 AM,22/Aug/25 12:00 AM,15/Aug/25 12:00 AM
Task,AUTH-160,10160,Enable session timeout for API authentication,Part of the Auth Security initiative. House poor fish development book ahead thank.,,,,,Highest,Done,Done,15/Aug/25 12:00 AM,16/Aug/25 12:00 AM,19/Aug/25 12:00 AM,15/Aug/25 12:00 AM
Task,ALT-161,10161,Build private equity data visualization dashboard,Part of the Alt Assets initiative. Participant teacher I house finally meeting. Hit fund feel.,,,,,Highest,Done,Done,16/Aug/25 12:00 AM,23/Aug/25 12:00 AM,24/Aug/25 12:00 AM,16/Aug/25 12:00 AM
Task,LEG-162,10162,Update {library} dependency to latest version,Part of the Legacy Platform initiative. Really suffer seven skill difficult become.,,,,,Medium,Done,Done,16/Aug/25 12:00 AM,18/Aug/25 12:00 AM,25/Aug/25 12:00 AM,16/Aug/25 12:00 AM
Task,ALT-163,10163,Build investment wizard risk disclosure system,Part of the Alt Assets initiative. Into improve image rise standard record eye.,,,,,Low,Done,Done,16/Aug/25 12:00 AM,19/Aug/25 12:00 AM,22/Aug/25 12:00 AM,16/Aug/25 12:00 AM
Task,ALT-164,10164,Add compliance regulatory compliance checks,Part of the Alt Assets initiative. Different among sit him end.,,,,,Medium,Done,Done,17/Aug/25 12:00 AM,25/Aug/25 12:00 AM,26/Aug/25 12:00 AM,17/Aug/25 12:00 AM
Task,AUTH-165,10165,Implement OAuth 2.0 authentication flow,Part of the Auth Security initiative. Lawyer I structure bag huge bill.,,,,,High,Done,Done,17/Aug/25 12:00 AM,20/Aug/25 12:00 AM,25/Aug/25 12:00 AM,17/Aug/25 12:00 AM
Task,ALT-166,10166,Create real estate funds investment workflow,Part of the Alt Assets initiative. Total money capital realize finish subject. Option moment partner identify.,,,,,Low,In Progress,,17/Aug/25 12:00 AM,23/Aug/25 12:00 AM,28/Aug/25 12:00 AM,17/Aug/25 12:00 AM
Task,ALT-167,10167,Design asset listing page layout and UX,Part of the Alt Assets initiative. Third think trouble state.,,,,,Low,Done,Done,18/Aug/25 12:00 AM,24/Aug/25 12:00 AM,26/Aug/25 12:00 AM,18/Aug/25 12:00 AM
Task,ALT-168,10168,Build real estate funds data visualization dashboard,Part of the Alt Assets initiative. Owner at power since build state.,,,,,Medium,Done,Done,18/Aug/25 12:00 AM,19/Aug/25 12:00 AM,23/Aug/25 12:00 AM,18/Aug/25 12:00 AM
Task,AUTH-169,10169,Build SQL injection defense incident response system,Part of the Auth Security initiative. System very son. Produce follow suffer authority begin.,,,,,Medium,Done,Done,18/Aug/25 12:00 AM,20/Aug/25 12:00 AM,22/Aug/25 12:00 AM,18/Aug/25 12:00 AM
Task,LEG-170,10170,Fix memory leak in authentication service,Part of the Legacy Platform initiative. Center by method power commercial wonder direction computer.,,,,,Low,Done,Done,19/Aug/25 12:00 AM,23/Aug/25 12:00 AM,28/Aug/25 12:00 AM,19/Aug/25 12:00 AM
Task,COMM-171,10171,Create in-app message notification templates,Part of the Comms Platform initiative. Star hard himself sister force indicate.,,,,,High,Done,Done,19/Aug/25 12:00 AM,24/Aug/25 12:00 AM,29/Aug/25 12:00 AM,19/Aug/25 12:00 AM
Task,AUTH-172,10172,Build token service token validation service,Part of the Auth Security initiative. During stuff share they rock. Fall country wall own everyone.,,,,,Low,Done,Done,19/Aug/25 12:00 AM,27/Aug/25 12:00 AM,04/Sep/25 12:00 AM,19/Aug/25 12:00 AM
Task,COMM-173,10173,Build user preferences unsubscribe and preference flow,Part of the Comms Platform initiative. Pressure still southern believe history almost. Life drug happen over keep include situation role.,,,,,High,Done,Done,20/Aug/25 12:00 AM,26/Aug/25 12:00 AM,28/Aug/25 12:00 AM,20/Aug/25 12:00 AM
Task,TRADE-174,10174,Optimize price aggregator for high throughput,Part of the Trading Feature initiative. Family medical school other reflect probably adult.,,,,,Low,Done,Done,20/Aug/25 12:00 AM,21/Aug/25 12:00 AM,06/Sep/25 12:00 AM,20/Aug/25 12:00 AM
Task,LEG-175,10175,Remove technical debt in payment flow implementation,Part of the Legacy Platform initiative. Year while investment talk piece poor. Yourself too per thus show certainly.,,,,,Medium,Done,Done,20/Aug/25 12:00 AM,25/Aug/25 12:00 AM,26/Aug/25 12:00 AM,20/Aug/25 12:00 AM
Task,LEG-176,10176,Refactor account service to use async/await pattern,Part of the Legacy Platform initiative. Heart theory rock get.,,,,,High,Done,Done,20/Aug/25 12:00 AM,21/Aug/25 12:00 AM,30/Aug/25 12:00 AM,20/Aug/25 12:00 AM
Task,TRADE-177,10177,Add order matching business logic and rules,Part of the Trading Feature initiative. Test clearly weight forward whose science couple guy. Long subject whether character.,,,,,Low,Done,Done,21/Aug/25 12:00 AM,03/Sep/25 12:00 AM,05/Sep/25 12:00 AM,21/Aug/25 12:00 AM
Task,AUTH-178,10178,Add multi-factor auth session management,Part of the Auth Security initiative. Either trip per account Democrat. Tv modern shake.,,,,,High,In Progress,,21/Aug/25 12:00 AM,24/Aug/25 12:00 AM,31/Aug/25 12:00 AM,21/Aug/25 12:00 AM
Task,LEG-179,10179,Refactor user management to use async/await pattern,Part of the Legacy Platform initiative. Prove window structure between little light case.,,,,,High,In Progress,,21/Aug/25 12:00 AM,22/Aug/25 12:00 AM,30/Aug/25 12:00 AM,21/Aug/25 12:00 AM
Task,TRADE-180,10180,Implement market orders core functionality,Part of the Trading Feature initiative. Current free bring feel.,,,,,Medium,Done,Done,22/Aug/25 12:00 AM,24/Aug/25 12:00 AM,31/Aug/25 12:00 AM,22/Aug/25 12:00 AM
Task,COMM-181,10181,Enhance communication hub analytics and reporting,Part of the Comms Platform initiative. Reflect doctor clearly hold require.,,,,,Medium,Done,Done,22/Aug/25 12:00 AM,23/Aug/25 12:00 AM,28/Aug/25 12:00 AM,22/Aug/25 12:00 AM
Task,COMM-182,10182,Add template engine rate limiting and throttling,Part of the Comms Platform initiative. Provide individual stuff important set.,,,,,Medium,Done,Done,22/Aug/25 12:00 AM,24/Aug/25 12:00 AM,31/Aug/25 12:00 AM,22/Aug/25 12:00 AM
Task,LEG-183,10183,Refactor transaction engine module for better performance,Part of the Legacy Platform initiative. Nothing attorney PM view hope. Attention enjoy head from something along official.,,,,,High,Done,Done,22/Aug/25 12:00 AM,01/Sep/25 12:00 AM,03/Sep/25 12:00 AM,22/Aug/25 12:00 AM
Task,ALT-184,10184,Add compliance regulatory compliance checks,Part of the Alt Assets initiative. Again other hard get guy artist.,,,,,Medium,Done,Done,23/Aug/25 12:00 AM,27/Aug/25 12:00 AM,28/Aug/25 12:00 AM,23/Aug/25 12:00 AM
Task,COMM-185,10185,Enhance in-app message notification delivery reliability,Part of the Comms Platform initiative. Ask prove we kitchen star front.,,,,,Low,Done,Done,23/Aug/25 12:00 AM,29/Aug/25 12:00 AM,30/Aug/25 12:00 AM,23/Aug/25 12:00 AM
Task,COMM-186,10186,Implement batch notifications delivery tracking and analytics,Part of the Comms Platform initiative. Front send direction recent seven meet fish.,,,,,Medium,Done,Done,23/Aug/25 12:00 AM,25/Aug/25 12:00 AM,29/Aug/25 12:00 AM,23/Aug/25 12:00 AM
Task,COMM-187,10187,Build scheduled messages unsubscribe and preference flow,Part of the Comms Platform initiative. Rather mother ok stage shake art. So quickly camera light traditional policy then animal.,,,,,High,Done,Done,24/Aug/25 12:00 AM,04/Sep/25 12:00 AM,06/Sep/25 12:00 AM,24/Aug/25 12:00 AM
Task,COMM-188,10188,Implement scheduled messages message template system,Part of the Comms Platform initiative. Outside improve care body experience end black. How him reach threat consumer behavior.,,,,,High,Done,Done,24/Aug/25 12:00 AM,27/Aug/25 12:00 AM,30/Aug/25 12:00 AM,24/Aug/25 12:00 AM
Task,AUTH-189,10189,Build rate limiting incident response system,Part of the Auth Security initiative. Foreign owner area long station treatment weight population. Model increase recent line usually heavy his.,,,,,Medium,In Progress,,24/Aug/25 12:00 AM,26/Aug/25 12:00 AM,01/Sep/25 12:00 AM,24/Aug/25 12:00 AM
Task,TRADE-190,10190,Implement order matching core functionality,Part of the Trading Feature initiative. Prepare fall budget though reality. Rate kind without watch building focus order.,,,,,Medium,Done,Done,25/Aug/25 12:00 AM,30/Aug/25 12:00 AM,02/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,LEG-191,10191,Upgrade user profile to support new requirements,Part of the Legacy Platform initiative. Thousand over safe forward material not. Behind time save time build back player behavior.,,,,,Highest,Done,Done,25/Aug/25 12:00 AM,31/Aug/25 12:00 AM,05/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,LEG-192,10192,Migrate audit logger to microservices architecture,Part of the Legacy Platform initiative. Couple result computer.,,,,,High,Done,Done,25/Aug/25 12:00 AM,27/Aug/25 12:00 AM,05/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,AUTH-193,10193,Build rate limiting incident response system,Part of the Auth Security initiative. People traditional significant.,,,,,Low,Done,Done,25/Aug/25 12:00 AM,29/Aug/25 12:00 AM,10/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,AUTH-194,10194,Implement CSRF tokens protection measures,Part of the Auth Security initiative. Information activity maintain young.,,,,,Medium,Done,Done,25/Aug/25 12:00 AM,26/Aug/25 12:00 AM,01/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,AUTH-195,10195,Add identity provider security hardening,Part of the Auth Security initiative. Performance study pick manage drop build not economic. Goal use carry speech bed movement traditional almost.,,,,,High,Done,Done,26/Aug/25 12:00 AM,04/Sep/25 12:00 AM,06/Sep/25 12:00 AM,26/Aug/25 12:00 AM
Task,ALT-196,10196,Add crypto assets advanced filtering and search,Part of the Alt Assets initiative. Herself participant response. Hard skill even treat lose can build.,,,,,Highest,Done,Done,26/Aug/25 12:00 AM,28/Aug/25 12:00 AM,30/Aug/25 12:00 AM,26/Aug/25 12:00 AM
Task,COMM-197,10197,Optimize template renderer message queue processing,Part of the Comms Platform initiative. Leg set stage information figure several unit. Your notice will moment how senior.,,,,,Low,Done,Done,26/Aug/25 12:00 AM,30/Aug/25 12:00 AM,01/Sep/25 12:00 AM,26/Aug/25 12:00 AM
Task,TRADE-198,10198,Write integration tests for portfolio view,Part of the Trading Feature initiative. Across most water carry real face eight analysis. Need during lot evening statement.,,,,,Medium,In Progress,,26/Aug/25 12:00 AM,29/Aug/25 12:00 AM,06/Sep/25 12:00 AM,26/Aug/25 12:00 AM
Task,AUTH-199,10199,Implement key management comprehensive audit logging,Part of the Auth Security initiative. World eat drive light collection.,,,,,Low,Done,Done,27/Aug/25 12:00 AM,31/Aug/25 12:00 AM,02/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,TRADE-200,10200,Add real-time pricing business logic and rules,Part of the Trading Feature initiative. Unit land money painting. Bed want fund set tonight.,,,,,High,Done,Done,27/Aug/25 12:00 AM,31/Aug/25 12:00 AM,04/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,TRADE-201,10201,Implement market data WebSocket real-time updates,Part of the Trading Feature initiative. Occur born keep wife.,,,,,Low,Done,Done,27/Aug/25 12:00 AM,05/Sep/25 12:00 AM,14/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,ALT-202,10202,Implement market data integration third-party data integration,Part of the Alt Assets initiative. Test sure clear agree scene forward goal. Book different wear just test every.,,,,,Medium,Done,Done,27/Aug/25 12:00 AM,31/Aug/25 12:00 AM,01/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,ALT-203,10203,Add market data integration performance metrics tracking,Part of the Alt Assets initiative. Political walk partner join somebody. Budget last often can.,,,,,Low,In Progress,,27/Aug/25 12:00 AM,28/Aug/25 12:00 AM,31/Aug/25 12:00 AM,27/Aug/25 12:00 AM
Task,ALT-204,10204,Build investment wizard detailed asset view,Part of the Alt Assets initiative. Involve debate agree do real even.,,,,,High,Done,Done,28/Aug/25 12:00 AM,06/Sep/25 12:00 AM,09/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,AUTH-205,10205,Build audit trail token validation service,Part of the Auth Security initiative. Activity growth choice well hotel toward season. Around somebody body wife.,,,,,High,Done,Done,28/Aug/25 12:00 AM,30/Aug/25 12:00 AM,02/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,LEG-206,10206,Migrate account service to microservices architecture,Part of the Legacy Platform initiative. None police recent. Fund test real each tax office artist.,,,,,Low,Done,Done,28/Aug/25 12:00 AM,03/Sep/25 12:00 AM,04/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,ALT-207,10207,Add crypto assets advanced filtering and search,Part of the Alt Assets initiative. Summer significant away manage every onto reason.,,,,,High,Done,Done,28/Aug/25 12:00 AM,30/Aug/25 12:00 AM,05/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,TRADE-208,10208,Implement market orders core functionality,Part of the Trading Feature initiative. Pattern fire identify single best.,,,,,High,Done,Done,28/Aug/25 12:00 AM,29/Aug/25 12:00 AM,09/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,AUTH-209,10209,Implement session store comprehensive audit logging,Part of the Auth Security initiative. Plan about impact security environment. Administration individual history it.,,,,,Low,Done,Done,29/Aug/25 12:00 AM,02/Sep/25 12:00 AM,03/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,ALT-210,10210,Add investment engine performance metrics tracking,Part of the Alt Assets initiative. Vote history final marriage provide.,,,,,High,Done,Done,29/Aug/25 12:00 AM,02/Sep/25 12:00 AM,06/Sep/25 12:00 AM,29/Aug/25 12:00 AM
